nom;amendements_adoptes;amendements_proposes;amendements_signes;commission_interventions;commission_presences;hemicycle_interventions;hemicycle_interventions_courtes;propositions_ecrites;propositions_signees;questions_ecrites;questions_orales;rapports;semaines_presence;mois;annee;DEPSIR
Michel Herbillon;0;0;2;0;0;0;0;0;1;1;0;0;0;8;2019;9408
Michel Herbillon;1;0;5;2;2;12;1;0;13;0;0;0;2;9;2019;9408
Michel Herbillon;1;0;33;12;8;0;16;0;16;1;0;0;5;10;2019;9408
Michel Herbillon;8;0;128;5;4;0;4;0;11;0;0;0;3;11;2019;9408
Michel Herbillon;0;0;57;4;3;0;14;0;12;1;0;1;3;12;2019;9408
Michel Herbillon;0;0;46;8;5;6;9;0;6;0;1;0;4;1;2020;9408
Michel Herbillon;0;0;126;4;3;4;6;0;11;0;1;0;2;2;2020;9408
Michel Herbillon;5;0;29;8;4;0;44;0;13;1;0;0;2;3;2020;9408
Michel Herbillon;2;0;34;2;2;0;2;0;22;1;0;0;3;4;2020;9408
Michel Herbillon;2;0;33;0;0;0;7;0;27;0;0;0;1;5;2020;9408
Michel Herbillon;1;3;82;0;0;3;22;0;20;0;1;0;3;6;2020;9408
Michel Herbillon;2;1;33;0;1;0;16;0;10;2;0;0;3;7;2020;9408
Michel Herbillon;0;0;0;0;0;0;0;0;5;0;0;0;0;8;2020;9408
Michel Herbillon;0;0;20;0;4;0;4;0;13;0;0;0;3;9;2020;9408
Michel Herbillon;1;6;64;0;1;1;28;0;8;1;0;0;5;10;2020;9408
Michel Herbillon;2;1;99;0;0;3;10;0;0;0;1;0;4;11;2020;9408
Michel Herbillon;0;0;23;0;0;2;16;0;2;0;0;0;3;12;2020;9408
Michel Herbillon;1;0;94;0;0;15;16;0;7;0;1;0;3;1;2021;9408
Michel Herbillon;9;0;95;0;0;26;25;0;1;0;0;0;2;2;2021;9408
Michel Herbillon;6;0;344;0;0;0;14;0;0;6;0;0;4;3;2021;9408
Michel Herbillon;0;0;1;0;0;0;31;0;0;0;0;1;2;4;2021;9408
Michel Herbillon;5;0;65;0;0;0;0;0;0;1;0;0;0;5;2021;9408
Michel Herbillon;2;0;52;0;0;0;0;0;0;0;0;0;0;6;2021;9408
Michel Herbillon;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;9408
Michel Herbillon;0;0;0;0;0;0;0;0;3;0;0;0;0;8;2021;9408
Michel Herbillon;0;0;4;0;6;0;0;0;4;0;0;0;2;9;2021;9408
Michel Herbillon;1;0;46;0;12;0;0;0;0;2;0;0;3;10;2021;9408
Michel Herbillon;2;0;31;0;4;0;0;0;2;0;0;0;2;11;2021;9408
Michel Herbillon;1;0;39;0;3;0;0;0;1;1;0;0;3;12;2021;9408
Bernard Brochand;0;0;0;0;0;11;7;0;0;0;0;0;1;6;2017;0608
Bernard Brochand;6;0;41;0;2;0;0;0;2;0;0;0;1;7;2017;0608
Bernard Brochand;0;0;5;0;0;0;0;0;4;0;0;0;0;8;2017;0608
Bernard Brochand;4;0;112;0;0;0;0;0;1;0;0;0;0;9;2017;0608
Bernard Brochand;1;0;67;0;2;0;1;0;25;5;0;0;3;10;2017;0608
Bernard Brochand;5;0;50;0;1;0;0;1;9;1;0;0;1;11;2017;0608
Bernard Brochand;3;0;100;0;0;0;0;0;10;5;0;0;1;12;2017;0608
Bernard Brochand;13;0;207;0;0;0;0;1;7;2;0;0;0;1;2018;0608
Bernard Brochand;0;0;13;0;3;0;0;1;10;0;0;0;3;2;2018;0608
Bernard Brochand;1;0;25;0;1;0;0;0;15;3;0;0;1;3;2018;0608
Bernard Brochand;1;0;113;0;1;0;0;0;6;5;0;0;2;4;2018;0608
Bernard Brochand;5;0;120;0;2;0;0;0;12;1;0;0;1;5;2018;0608
Bernard Brochand;2;0;113;0;1;0;0;1;8;4;0;0;2;6;2018;0608
Bernard Brochand;2;0;184;0;2;0;0;0;2;2;0;0;2;7;2018;0608
Bernard Brochand;0;0;0;0;0;0;0;0;6;1;0;0;0;8;2018;0608
Bernard Brochand;2;0;61;0;2;0;0;0;4;1;0;0;2;9;2018;0608
Bernard Brochand;1;1;39;0;2;0;0;1;11;2;0;0;3;10;2018;0608
Bernard Brochand;1;1;71;0;0;0;0;0;5;2;0;0;0;11;2018;0608
Bernard Brochand;3;0;26;0;3;0;0;1;7;3;0;0;2;12;2018;0608
Bernard Brochand;2;0;81;0;2;0;0;0;7;2;0;0;2;1;2019;0608
Bernard Brochand;1;0;46;0;2;0;1;1;14;3;0;0;2;2;2019;0608
Bernard Brochand;2;0;42;5;3;0;0;2;12;2;0;0;3;3;2019;0608
Bernard Brochand;0;0;11;0;1;0;1;3;11;3;0;0;2;4;2019;0608
Bernard Brochand;3;0;33;0;1;0;0;0;3;0;0;0;1;5;2019;0608
Bernard Brochand;2;0;51;0;0;0;0;0;10;0;0;0;1;6;2019;0608
Bernard Brochand;2;0;9;0;1;0;0;0;3;3;0;0;1;7;2019;0608
Bernard Brochand;0;0;2;0;0;0;0;0;2;0;0;0;0;8;2019;0608
Bernard Brochand;1;0;5;0;2;0;0;0;1;1;0;0;2;9;2019;0608
Bernard Brochand;1;0;32;0;1;0;1;1;13;4;0;0;3;10;2019;0608
Bernard Brochand;2;0;48;0;3;0;0;1;7;2;0;0;2;11;2019;0608
Bernard Brochand;0;3;29;0;2;0;0;1;10;0;0;0;2;12;2019;0608
Bernard Brochand;0;0;43;0;0;0;0;0;8;2;0;0;0;1;2020;0608
Bernard Brochand;1;0;185;0;0;0;0;1;12;3;0;0;0;2;2020;0608
Bernard Brochand;5;0;29;0;0;0;0;1;9;2;0;0;1;3;2020;0608
Bernard Brochand;2;0;34;0;0;0;0;0;12;4;0;0;0;4;2020;0608
Bernard Brochand;0;0;31;0;0;0;0;0;13;5;0;0;0;5;2020;0608
Bernard Brochand;0;0;57;0;0;0;0;0;13;5;0;0;0;6;2020;0608
Bernard Brochand;1;0;24;0;0;0;0;1;8;2;0;0;1;7;2020;0608
Bernard Brochand;0;0;0;0;0;0;0;0;4;1;0;0;0;8;2020;0608
Bernard Brochand;1;0;25;0;0;0;0;0;8;5;0;0;0;9;2020;0608
Bernard Brochand;1;0;57;0;0;0;0;1;10;1;0;0;0;10;2020;0608
Bernard Brochand;2;0;97;0;0;0;0;0;1;1;0;0;0;11;2020;0608
Bernard Brochand;0;0;40;0;0;0;0;0;3;2;0;0;0;12;2020;0608
Bernard Brochand;0;0;55;0;0;0;0;0;7;2;0;0;0;1;2021;0608
Bernard Brochand;4;0;31;0;0;0;0;0;0;0;0;0;0;2;2021;0608
Bernard Brochand;5;0;139;0;0;0;0;0;0;1;0;0;0;3;2021;0608
Bernard Brochand;1;0;52;0;0;0;0;0;0;0;0;0;0;4;2021;0608
Bernard Brochand;6;0;111;0;0;0;0;0;0;0;0;0;0;5;2021;0608
Bernard Brochand;2;0;71;0;0;0;0;0;0;4;0;0;0;6;2021;0608
Bernard Brochand;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;0608
Bernard Brochand;0;0;0;0;0;0;0;0;1;3;0;0;0;8;2021;0608
Bernard Brochand;0;0;4;0;0;0;0;0;1;3;0;0;0;9;2021;0608
Bernard Brochand;1;0;46;0;0;0;0;0;0;2;0;0;0;10;2021;0608
Bernard Brochand;2;0;32;0;0;0;0;0;0;1;0;0;0;11;2021;0608
Bernard Brochand;1;0;40;0;0;0;0;0;0;0;0;0;0;12;2021;0608
Philippe Dunoyer;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;098801
Philippe Dunoyer;2;0;23;0;1;0;0;0;0;0;0;0;1;7;2017;098801
Philippe Dunoyer;0;0;1;0;0;0;0;0;0;0;0;0;0;8;2017;098801
Philippe Dunoyer;1;3;32;1;1;6;0;0;0;0;0;0;1;9;2017;098801
Philippe Dunoyer;5;0;127;1;5;1;0;0;6;1;1;0;2;10;2017;098801
Philippe Dunoyer;18;12;166;1;7;28;13;0;0;0;0;0;3;11;2017;098801
Philippe Dunoyer;5;0;63;0;0;0;0;0;0;2;0;0;0;12;2017;098801
Philippe Dunoyer;2;0;65;0;2;5;1;0;0;0;0;0;1;1;2018;098801
Philippe Dunoyer;0;0;11;0;2;1;0;0;2;0;0;0;1;2;2018;098801
Philippe Dunoyer;1;1;9;6;7;20;1;0;3;0;2;0;4;3;2018;098801
Philippe Dunoyer;12;0;152;0;0;0;0;0;2;1;0;0;0;4;2018;098801
Philippe Dunoyer;13;5;231;0;2;9;0;0;0;3;1;0;2;5;2018;098801
Philippe Dunoyer;6;14;207;37;9;0;0;0;3;0;0;0;2;6;2018;098801
Philippe Dunoyer;4;10;167;0;2;4;0;0;1;1;0;0;1;7;2018;098801
Philippe Dunoyer;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2018;098801
Philippe Dunoyer;13;4;217;0;2;8;0;0;0;0;0;0;2;9;2018;098801
Philippe Dunoyer;14;5;233;12;10;18;2;0;3;0;1;1;4;10;2018;098801
Philippe Dunoyer;12;27;229;0;1;0;0;0;0;0;0;0;1;11;2018;098801
Philippe Dunoyer;6;2;95;3;2;3;0;0;0;2;1;0;1;12;2018;098801
Philippe Dunoyer;2;6;52;0;0;0;0;0;2;0;0;0;0;1;2019;098801
Philippe Dunoyer;2;0;36;0;0;0;0;0;0;0;0;0;0;2;2019;098801
Philippe Dunoyer;19;1;353;0;1;0;0;0;1;1;0;0;1;3;2019;098801
Philippe Dunoyer;2;0;27;0;0;0;0;0;1;2;0;0;0;4;2019;098801
Philippe Dunoyer;7;2;225;0;0;0;0;1;2;0;0;0;0;5;2019;098801
Philippe Dunoyer;12;11;133;5;2;0;0;0;1;0;0;0;1;6;2019;098801
Philippe Dunoyer;13;17;70;6;3;26;1;0;0;1;0;1;1;7;2019;098801
Philippe Dunoyer;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2019;098801
Philippe Dunoyer;1;1;86;3;3;6;0;0;0;0;1;0;2;9;2019;098801
Philippe Dunoyer;23;43;619;12;3;14;1;0;0;0;0;1;3;10;2019;098801
Philippe Dunoyer;17;31;321;9;4;37;4;0;0;0;0;0;2;11;2019;098801
Philippe Dunoyer;5;1;141;0;0;0;0;0;3;2;0;0;0;12;2019;098801
Philippe Dunoyer;4;7;38;0;0;4;0;0;1;2;0;0;1;1;2020;098801
Philippe Dunoyer;4;0;130;0;0;0;0;0;0;0;0;0;0;2;2020;098801
Philippe Dunoyer;3;0;25;0;0;0;0;0;1;0;0;0;0;3;2020;098801
Philippe Dunoyer;0;0;21;4;3;0;0;0;2;0;0;0;3;4;2020;098801
Philippe Dunoyer;1;0;32;0;0;0;0;0;1;0;0;0;0;5;2020;098801
Philippe Dunoyer;7;11;140;0;0;0;0;0;1;0;0;0;0;6;2020;098801
Philippe Dunoyer;2;0;34;0;3;0;0;0;3;0;0;0;3;7;2020;098801
Philippe Dunoyer;1;0;1;0;0;0;0;0;0;0;0;0;0;8;2020;098801
Philippe Dunoyer;6;3;102;0;0;0;0;0;0;2;0;0;0;9;2020;098801
Philippe Dunoyer;11;21;418;0;0;0;0;0;1;0;0;0;0;10;2020;098801
Philippe Dunoyer;7;9;206;0;0;0;0;0;0;0;0;0;0;11;2020;098801
Philippe Dunoyer;7;0;106;0;0;0;0;0;1;0;0;0;2;12;2020;098801
Philippe Dunoyer;1;0;115;0;0;0;0;0;0;0;0;0;0;1;2021;098801
Philippe Dunoyer;3;25;114;0;0;0;0;0;0;1;0;0;0;2;2021;098801
Philippe Dunoyer;10;15;123;0;0;0;0;0;0;0;0;0;0;3;2021;098801
Philippe Dunoyer;1;0;40;0;0;0;0;0;0;0;0;0;0;4;2021;098801
Philippe Dunoyer;10;27;242;0;0;0;0;0;0;0;0;0;0;5;2021;098801
Philippe Dunoyer;8;6;126;0;0;0;0;0;0;0;0;0;0;6;2021;098801
Philippe Dunoyer;0;0;3;0;0;0;0;0;0;0;0;0;0;7;2021;098801
Philippe Dunoyer;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;098801
Philippe Dunoyer;3;0;26;0;0;0;0;0;0;0;0;0;0;9;2021;098801
Philippe Dunoyer;8;3;276;0;0;0;0;0;0;0;0;0;0;10;2021;098801
Philippe Dunoyer;11;23;181;0;10;0;0;0;0;0;0;0;3;11;2021;098801
Philippe Dunoyer;1;2;110;0;1;0;0;0;0;0;0;0;1;12;2021;098801
Sylvain Maillard;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;7501
Sylvain Maillard;1;0;2;1;9;10;57;0;0;0;0;0;4;7;2017;7501
Sylvain Maillard;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2017;7501
Sylvain Maillard;0;0;3;1;2;0;13;0;0;2;0;0;2;9;2017;7501
Sylvain Maillard;12;0;31;6;12;6;86;0;1;0;0;0;5;10;2017;7501
Sylvain Maillard;12;1;19;10;9;14;56;0;1;1;0;0;5;11;2017;7501
Sylvain Maillard;2;0;3;2;7;4;35;0;1;0;1;0;3;12;2017;7501
Sylvain Maillard;0;0;3;3;6;0;11;0;1;0;0;0;4;1;2018;7501
Sylvain Maillard;0;0;0;2;5;0;14;0;2;0;0;0;4;2;2018;7501
Sylvain Maillard;5;0;12;1;2;1;19;0;2;1;1;0;4;3;2018;7501
Sylvain Maillard;4;0;9;3;6;0;66;0;0;0;0;0;3;4;2018;7501
Sylvain Maillard;21;22;44;50;16;2;25;0;2;0;1;0;4;5;2018;7501
Sylvain Maillard;34;22;45;0;8;56;103;0;1;6;0;0;5;6;2018;7501
Sylvain Maillard;77;24;92;26;5;19;78;0;0;1;0;0;5;7;2018;7501
Sylvain Maillard;0;0;0;0;0;1;10;0;0;0;0;0;1;8;2018;7501
Sylvain Maillard;33;1;55;2;3;0;15;0;0;3;0;0;3;9;2018;7501
Sylvain Maillard;55;5;116;7;15;15;56;0;0;1;0;0;5;10;2018;7501
Sylvain Maillard;67;1;100;5;7;1;30;0;0;1;0;0;3;11;2018;7501
Sylvain Maillard;28;4;42;1;6;5;27;0;3;0;0;0;3;12;2018;7501
Sylvain Maillard;18;0;28;1;4;0;1;0;1;0;0;0;3;1;2019;7501
Sylvain Maillard;30;0;55;3;3;7;24;0;2;0;1;0;3;2;2019;7501
Sylvain Maillard;44;0;83;3;11;16;38;0;3;0;1;0;4;3;2019;7501
Sylvain Maillard;1;0;1;0;1;3;33;0;2;0;0;0;3;4;2019;7501
Sylvain Maillard;20;10;82;10;7;3;25;1;3;0;0;0;3;5;2019;7501
Sylvain Maillard;33;10;63;0;3;15;22;0;1;0;0;0;4;6;2019;7501
Sylvain Maillard;15;0;31;2;3;1;7;0;2;0;0;0;4;7;2019;7501
Sylvain Maillard;1;1;1;0;0;0;0;0;0;0;0;0;0;8;2019;7501
Sylvain Maillard;7;4;18;1;2;1;6;0;2;1;0;0;4;9;2019;7501
Sylvain Maillard;48;12;80;10;7;0;26;1;1;2;0;0;5;10;2019;7501
Sylvain Maillard;34;1;42;1;5;1;7;1;2;1;0;0;4;11;2019;7501
Sylvain Maillard;13;0;20;2;2;5;14;0;2;0;0;0;3;12;2019;7501
Sylvain Maillard;12;0;23;0;1;0;14;0;3;0;0;0;4;1;2020;7501
Sylvain Maillard;41;46;91;23;2;4;80;0;2;0;0;0;3;2;2020;7501
Sylvain Maillard;0;0;0;0;1;0;14;0;0;0;0;1;1;3;2020;7501
Sylvain Maillard;4;0;13;0;0;0;13;0;0;0;0;0;1;4;2020;7501
Sylvain Maillard;14;0;23;0;0;1;8;0;2;0;0;0;1;5;2020;7501
Sylvain Maillard;21;0;46;0;0;0;2;0;1;0;0;0;1;6;2020;7501
Sylvain Maillard;6;1;15;0;0;0;32;0;1;1;0;0;5;7;2020;7501
Sylvain Maillard;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2020;7501
Sylvain Maillard;59;6;89;0;1;2;38;0;2;1;0;0;3;9;2020;7501
Sylvain Maillard;40;16;110;0;0;15;211;0;2;1;0;0;5;10;2020;7501
Sylvain Maillard;57;24;114;0;0;9;90;0;0;0;0;0;5;11;2020;7501
Sylvain Maillard;14;2;28;0;0;0;24;0;4;1;0;0;3;12;2020;7501
Sylvain Maillard;19;0;32;0;0;0;17;0;3;0;0;0;3;1;2021;7501
Sylvain Maillard;48;0;120;0;0;0;20;0;0;2;0;0;3;2;2021;7501
Sylvain Maillard;67;0;98;0;0;0;11;0;0;0;0;0;5;3;2021;7501
Sylvain Maillard;0;8;46;0;0;1;19;0;0;0;0;0;2;4;2021;7501
Sylvain Maillard;41;0;64;0;0;0;0;0;0;0;0;0;0;5;2021;7501
Sylvain Maillard;25;0;33;0;0;0;0;0;0;0;0;0;0;6;2021;7501
Sylvain Maillard;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;7501
Sylvain Maillard;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;7501
Sylvain Maillard;18;0;19;0;5;0;0;0;0;0;0;0;2;9;2021;7501
Sylvain Maillard;69;3;101;0;6;0;0;0;0;0;0;0;2;10;2021;7501
Sylvain Maillard;79;0;85;0;12;0;0;0;0;0;0;0;4;11;2021;7501
Sylvain Maillard;25;5;41;0;7;0;0;0;0;0;0;0;3;12;2021;7501
Caroline Janvier;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;4502
Caroline Janvier;1;0;2;1;11;3;0;0;0;0;0;0;5;7;2017;4502
Caroline Janvier;0;0;0;1;1;0;0;0;0;1;0;0;1;8;2017;4502
Caroline Janvier;0;0;0;1;3;0;0;0;0;2;0;0;2;9;2017;4502
Caroline Janvier;12;0;33;1;8;0;0;0;1;1;0;0;4;10;2017;4502
Caroline Janvier;10;0;16;1;6;1;1;0;1;4;0;0;3;11;2017;4502
Caroline Janvier;2;0;3;1;2;0;0;0;1;7;0;0;2;12;2017;4502
Caroline Janvier;1;1;10;4;7;3;2;0;1;2;0;0;4;1;2018;4502
Caroline Janvier;0;3;3;5;4;15;0;0;2;6;2;0;4;2;2018;4502
Caroline Janvier;10;0;20;1;5;3;5;0;3;2;0;0;3;3;2018;4502
Caroline Janvier;4;7;28;4;10;2;0;0;1;4;1;0;3;4;2018;4502
Caroline Janvier;23;11;101;9;16;4;0;0;2;4;1;0;4;5;2018;4502
Caroline Janvier;33;2;51;3;8;0;0;0;1;1;0;0;4;6;2018;4502
Caroline Janvier;76;0;112;6;16;0;0;0;0;2;0;0;5;7;2018;4502
Caroline Janvier;0;0;0;0;0;0;0;0;0;5;0;0;1;8;2018;4502
Caroline Janvier;33;0;41;19;18;0;0;0;0;0;0;0;4;9;2018;4502
Caroline Janvier;50;9;87;4;19;4;0;0;0;11;0;0;5;10;2018;4502
Caroline Janvier;65;0;94;0;5;1;0;0;0;1;1;0;4;11;2018;4502
Caroline Janvier;28;0;39;1;7;3;0;0;2;6;0;0;3;12;2018;4502
Caroline Janvier;19;0;54;2;8;0;0;0;2;1;0;0;3;1;2019;4502
Caroline Janvier;34;5;102;1;5;2;1;0;2;4;0;0;3;2;2019;4502
Caroline Janvier;56;38;241;4;4;16;6;0;3;2;0;0;3;3;2019;4502
Caroline Janvier;1;0;9;2;2;2;1;0;2;1;1;0;2;4;2019;4502
Caroline Janvier;20;3;116;2;8;2;0;0;2;2;1;0;3;5;2019;4502
Caroline Janvier;35;2;77;5;8;1;2;0;1;2;0;0;4;6;2019;4502
Caroline Janvier;15;0;25;10;9;0;0;0;3;0;0;1;4;7;2019;4502
Caroline Janvier;0;0;0;0;1;0;0;0;0;0;0;0;1;8;2019;4502
Caroline Janvier;18;4;76;0;2;2;0;0;2;4;0;0;2;9;2019;4502
Caroline Janvier;50;4;153;2;6;2;0;0;2;3;0;0;4;10;2019;4502
Caroline Janvier;45;11;157;1;7;1;0;0;3;5;0;0;3;11;2019;4502
Caroline Janvier;18;5;70;0;5;0;0;0;2;3;0;0;2;12;2019;4502
Caroline Janvier;13;0;37;0;5;0;0;0;2;4;0;0;2;1;2020;4502
Caroline Janvier;8;1;71;0;11;3;0;0;1;2;2;0;3;2;2020;4502
Caroline Janvier;3;1;13;1;6;0;1;0;0;4;0;0;1;3;2020;4502
Caroline Janvier;4;0;14;0;0;0;0;0;1;2;0;0;0;4;2020;4502
Caroline Janvier;11;1;35;0;0;3;2;0;2;1;1;0;3;5;2020;4502
Caroline Janvier;30;0;63;0;5;1;0;0;1;10;0;0;3;6;2020;4502
Caroline Janvier;3;0;19;0;10;0;0;0;1;3;0;1;4;7;2020;4502
Caroline Janvier;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;4502
Caroline Janvier;61;3;99;0;17;1;0;0;3;2;0;0;4;9;2020;4502
Caroline Janvier;40;9;94;0;1;27;14;0;1;4;0;4;3;10;2020;4502
Caroline Janvier;69;26;131;0;0;19;6;0;0;0;0;1;4;11;2020;4502
Caroline Janvier;12;2;23;0;0;0;0;0;4;4;0;0;3;12;2020;4502
Caroline Janvier;18;6;64;0;0;0;0;0;2;0;0;0;1;1;2021;4502
Caroline Janvier;32;2;52;0;3;4;1;0;0;4;0;0;2;2;2021;4502
Caroline Janvier;77;7;117;0;0;2;0;0;0;3;0;0;2;3;2021;4502
Caroline Janvier;6;9;48;0;0;4;0;0;0;6;0;0;2;4;2021;4502
Caroline Janvier;57;8;79;0;0;0;0;0;0;0;0;0;0;5;2021;4502
Caroline Janvier;44;7;90;0;0;0;0;0;0;4;0;0;0;6;2021;4502
Caroline Janvier;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;4502
Caroline Janvier;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2021;4502
Caroline Janvier;14;0;17;0;3;0;0;0;0;3;0;0;2;9;2021;4502
Caroline Janvier;65;15;95;0;8;0;0;0;0;0;0;4;3;10;2021;4502
Caroline Janvier;118;45;130;0;5;0;0;0;0;2;0;0;2;11;2021;4502
Caroline Janvier;22;4;35;0;1;0;0;0;0;1;0;0;1;12;2021;4502
Marie-Christine Verdier-Jouclas;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;8102
Marie-Christine Verdier-Jouclas;0;0;0;2;11;5;2;0;0;0;0;0;4;7;2017;8102
Marie-Christine Verdier-Jouclas;0;0;0;0;0;3;0;0;0;0;1;0;1;8;2017;8102
Marie-Christine Verdier-Jouclas;0;0;0;0;5;0;0;0;0;0;0;0;3;9;2017;8102
Marie-Christine Verdier-Jouclas;34;0;67;9;20;14;5;0;1;0;0;1;5;10;2017;8102
Marie-Christine Verdier-Jouclas;22;0;36;5;21;25;18;0;1;0;0;0;5;11;2017;8102
Marie-Christine Verdier-Jouclas;51;0;55;1;6;16;13;0;1;0;0;0;3;12;2017;8102
Marie-Christine Verdier-Jouclas;1;0;9;0;2;0;0;0;1;0;0;0;2;1;2018;8102
Marie-Christine Verdier-Jouclas;0;0;0;2;5;6;0;0;2;2;1;0;3;2;2018;8102
Marie-Christine Verdier-Jouclas;0;8;9;0;4;0;0;0;3;0;0;0;1;3;2018;8102
Marie-Christine Verdier-Jouclas;2;0;13;4;4;4;1;0;0;6;0;0;3;4;2018;8102
Marie-Christine Verdier-Jouclas;1;24;47;2;5;14;5;0;2;1;1;0;4;5;2018;8102
Marie-Christine Verdier-Jouclas;8;0;16;5;12;2;18;0;0;0;1;1;3;6;2018;8102
Marie-Christine Verdier-Jouclas;32;0;46;7;11;3;3;0;0;0;0;0;4;7;2018;8102
Marie-Christine Verdier-Jouclas;0;0;0;0;0;0;0;0;0;0;0;0;1;8;2018;8102
Marie-Christine Verdier-Jouclas;100;7;184;10;18;15;11;0;0;0;0;0;4;9;2018;8102
Marie-Christine Verdier-Jouclas;59;7;103;21;19;26;26;0;0;0;1;1;5;10;2018;8102
Marie-Christine Verdier-Jouclas;72;4;100;0;9;37;30;0;1;0;0;0;5;11;2018;8102
Marie-Christine Verdier-Jouclas;30;4;48;1;3;0;2;0;2;0;0;0;3;12;2018;8102
Marie-Christine Verdier-Jouclas;10;0;13;0;2;0;1;0;2;3;0;0;2;1;2019;8102
Marie-Christine Verdier-Jouclas;10;0;28;0;4;0;0;0;2;0;0;0;3;2;2019;8102
Marie-Christine Verdier-Jouclas;45;0;83;0;4;1;2;0;3;1;0;0;3;3;2019;8102
Marie-Christine Verdier-Jouclas;2;0;3;0;5;14;3;0;1;2;1;0;3;4;2019;8102
Marie-Christine Verdier-Jouclas;19;1;52;2;10;0;2;0;3;1;0;0;4;5;2019;8102
Marie-Christine Verdier-Jouclas;33;0;50;11;11;3;3;0;4;2;1;1;3;6;2019;8102
Marie-Christine Verdier-Jouclas;15;0;26;0;2;0;0;0;2;0;0;0;3;7;2019;8102
Marie-Christine Verdier-Jouclas;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2019;8102
Marie-Christine Verdier-Jouclas;6;0;35;1;3;4;1;0;1;1;1;0;2;9;2019;8102
Marie-Christine Verdier-Jouclas;23;17;64;17;11;9;39;0;1;0;0;1;4;10;2019;8102
Marie-Christine Verdier-Jouclas;67;22;154;5;11;35;34;0;2;1;0;0;4;11;2019;8102
Marie-Christine Verdier-Jouclas;32;11;55;0;2;18;19;0;2;0;0;0;3;12;2019;8102
Marie-Christine Verdier-Jouclas;9;2;27;0;3;2;1;0;2;0;1;0;3;1;2020;8102
Marie-Christine Verdier-Jouclas;1;3;53;0;4;15;56;0;1;0;0;0;4;2;2020;8102
Marie-Christine Verdier-Jouclas;0;0;0;0;1;4;7;0;0;0;0;0;1;3;2020;8102
Marie-Christine Verdier-Jouclas;5;0;20;2;4;0;0;0;0;0;0;0;2;4;2020;8102
Marie-Christine Verdier-Jouclas;8;0;17;0;0;0;1;0;2;0;0;0;1;5;2020;8102
Marie-Christine Verdier-Jouclas;24;6;77;0;6;12;22;0;2;0;0;1;4;6;2020;8102
Marie-Christine Verdier-Jouclas;14;2;25;0;3;6;4;0;1;0;0;0;4;7;2020;8102
Marie-Christine Verdier-Jouclas;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;8102
Marie-Christine Verdier-Jouclas;117;72;145;0;8;92;33;2;3;1;0;0;3;9;2020;8102
Marie-Christine Verdier-Jouclas;38;6;97;0;1;1;53;0;1;3;0;0;5;10;2020;8102
Marie-Christine Verdier-Jouclas;34;18;70;0;0;62;49;1;1;0;0;1;3;11;2020;8102
Marie-Christine Verdier-Jouclas;12;0;24;0;0;0;19;0;4;0;0;1;3;12;2020;8102
Marie-Christine Verdier-Jouclas;17;1;25;0;0;4;9;0;4;0;1;0;3;1;2021;8102
Marie-Christine Verdier-Jouclas;14;0;22;0;0;0;20;0;0;1;0;0;2;2;2021;8102
Marie-Christine Verdier-Jouclas;87;7;193;0;0;5;14;0;0;4;0;0;5;3;2021;8102
Marie-Christine Verdier-Jouclas;0;0;11;0;0;5;4;0;0;2;0;0;2;4;2021;8102
Marie-Christine Verdier-Jouclas;38;27;92;0;0;0;0;0;0;1;0;0;0;5;2021;8102
Marie-Christine Verdier-Jouclas;30;3;58;0;0;0;0;0;0;0;0;0;0;6;2021;8102
Marie-Christine Verdier-Jouclas;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;8102
Marie-Christine Verdier-Jouclas;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;8102
Marie-Christine Verdier-Jouclas;8;0;9;0;2;0;0;0;0;0;0;0;1;9;2021;8102
Marie-Christine Verdier-Jouclas;47;9;75;0;7;0;0;0;0;1;0;1;3;10;2021;8102
Marie-Christine Verdier-Jouclas;38;9;58;0;3;0;0;0;0;0;0;0;2;11;2021;8102
Marie-Christine Verdier-Jouclas;53;15;63;0;2;0;0;0;0;1;0;1;2;12;2021;8102
Catherine Kamowski;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;3805
Catherine Kamowski;0;0;0;0;9;0;0;0;0;0;0;0;4;7;2017;3805
Catherine Kamowski;0;0;0;0;3;0;0;0;0;0;0;0;2;8;2017;3805
